repo,pr_number,dependency,old_version,new_version,ecosystem,before_sha,after_sha,before_result,after_result,classification,failure_point,reproduced,confidence,reproduction_attempts,network_policy,log_paths,notes,created_at,title,created_at,source_dataset
J3vb/OwnCord,1269,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:46:18,chore(deps-dev): bump defu from 6.1.4 to 6.1.7,2026-07-30T14:46:36Z,live_github_api
NeuroKoder3/TransTrackMedical-TransTrack,192,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:47:52,deps(server): bump argon2 from 0.41.1 to 0.45.1 in /server,2026-07-30T04:45:10Z,live_github_api
riva-labs/bosphor,205,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 08:49:13,chore(deps): bump dotenv from 16.6.1 to 17.4.2 in /canary,2026-07-30T16:19:18Z,live_github_api
bdsqqq/next-wasm-gif,4,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:49:27,build(deps): bump browserify-sign from 4.2.1 to 4.2.6,2026-07-30T15:08:26Z,live_github_api
J3vb/OwnCord,1268,,,,go,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-02 08:49:29,chore(deps): bump github.com/google/cel-go from 0.28.1 to 0.29.0 in /Server,2026-07-30T14:46:31Z,live_github_api
NeuroKoder3/TransTrackMedical-TransTrack,190,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:50:58,deps: bump @radix-ui/react-toggle from 1.1.10 to 1.1.18,2026-07-30T04:45:05Z,live_github_api
riva-labs/bosphor,204,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 08:52:25,chore(deps): bump the minor-and-patch group with 3 updates,2026-07-30T16:19:16Z,live_github_api
bdsqqq/next-wasm-gif,3,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:52:39,build(deps): bump sha.js from 2.4.11 to 2.4.12,2026-07-30T15:08:07Z,live_github_api
J3vb/OwnCord,1267,,,,go,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-02 08:52:41,chore(deps): bump google.golang.org/grpc from 1.81.1 to 1.82.1 in /Server,2026-07-30T14:46:27Z,live_github_api
NeuroKoder3/TransTrackMedical-TransTrack,189,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:54:08,deps(server): bump @fastify/rate-limit from 10.3.0 to 11.2.0 in /server,2026-07-30T04:45:00Z,live_github_api
riva-labs/bosphor,203,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 08:54:44,chore(deps): bump the minor-and-patch group in /canary with 2 updates,2026-07-30T16:19:14Z,live_github_api
bdsqqq/next-wasm-gif,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:54:57,build(deps): bump braces from 3.0.2 to 3.0.3,2026-07-30T15:07:50Z,live_github_api
riva-labs/bosphor,202,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 08:55:33,chore(deps): bump tsx from 4.23.0 to 4.23.1 in /chaos in the minor-and-patch group,2026-07-30T16:19:12Z,live_github_api
bdsqqq/next-wasm-gif,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 08:55:58,build(deps): bump the npm_and_yarn group across 1 directory with 7 updates,2026-07-30T15:07:35Z,live_github_api
Chaitanya-karri/Unlimited-Ai,3,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:26:31,deps: bump the production group with 5 updates,2026-08-02T09:15:35Z,live_github_api
ChaLconner/purrfect-spots,171,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:27:41,deps(frontend): bump the minor-and-patch group across 1 directory with 6 updates,2026-08-02T09:15:11Z,live_github_api
pangxueyuan2-creator/oss-readme-studio,17,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:28:50,Bump eslint from 9.39.4 to 10.8.0,2026-08-02T09:08:18Z,live_github_api
madebyclowd/taiga-mcp-server,13,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-08-02 14:29:15,chore(deps): bump zod from 3.25.76 to 4.4.3 in the npm-production-dependencies group,2026-08-02T09:05:09Z,live_github_api
JakubBialoskorski/bialoskorski-eu,259,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:29:51,build(deps): bump typescript from 5.9.3 to 7.0.2,2026-08-02T08:59:46Z,live_github_api
ismailcherri/merge-pro,18,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:31:02,chore(deps-dev): bump postcss from 8.5.16 to 8.5.25,2026-08-02T08:43:37Z,live_github_api
GARTO-STUD/QAWLA,5,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:32:54,build(deps-dev): bump postcss from 8.5.16 to 8.5.18 in the npm_and_yarn group across 1 directory,2026-08-02T08:20:55Z,live_github_api
Achswap/Achswap,13,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:34:53,Bump react-day-picker from 8.10.1 to 10.0.1,2026-08-02T07:58:48Z,live_github_api
Achswap/Achswap,9,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:36:46,Bump date-fns from 3.6.0 to 4.4.0,2026-08-02T07:58:09Z,live_github_api
wassupluke/immich,20,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:38:29,chore(deps): bump the npm_and_yarn group across 3 directories with 4 updates,2026-08-02T07:51:24Z,live_github_api
Pavaneswar-999/CRM360,11,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:38:37,Bump react-router from 7.11.0 to 8.3.0 in /client,2026-08-02T07:48:33Z,live_github_api
Anshu331/Project_management_tool,166,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:39:35,deps: bump @radix-ui/react-separator from 1.1.11 to 1.1.15,2026-08-02T07:44:16Z,live_github_api
Anshu331/Project_management_tool,165,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:40:24,deps: bump @hookform/resolvers from 4.0.0 to 5.5.7,2026-08-02T07:44:06Z,live_github_api
Anshu331/Project_management_tool,163,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:41:14,deps: bump @radix-ui/react-dropdown-menu from 2.1.16 to 2.1.24,2026-08-02T07:43:34Z,live_github_api
AlessioBrillo/dominus,204,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:42:01,chore(deps-dev): bump the development group with 6 updates,2026-08-02T07:42:36Z,live_github_api
nexifyai-dev/nexify-agentur-plattform,182,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-02 14:42:32,chore(deps): bump lucide-react from 0.468.0 to 1.28.0 in /apps/website,2026-08-02T07:33:50Z,live_github_api
pavancharak/parmana-sign,9,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:42:43,Bump eslint from 9.39.5 to 10.8.0,2026-08-02T07:18:41Z,live_github_api
SakuraPuare/Hive,26,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:42:57,build(deps): bump the npm_and_yarn group across 2 directories with 4 updates,2026-08-02T07:16:22Z,live_github_api
leedj8886/ai-app-builder-foundation,10,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:44:00,chore(deps-dev): bump turbo from 1.13.4 to 2.10.7,2026-08-02T07:13:38Z,live_github_api
leedj8886/ai-app-builder-foundation,8,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:44:59,chore(deps): bump the production-security-updates group across 1 directory with 5 updates,2026-08-02T07:13:17Z,live_github_api
pangxueyuan2-creator/oss-readme-studio,16,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-08-02 14:45:52,Bump react-dom from 19.2.6 to 19.2.8,2026-08-02T09:08:09Z,live_github_api
madebyclowd/taiga-mcp-server,12,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-02 14:46:20,chore(deps-dev): bump the npm-dev-dependencies group with 8 updates,2026-08-02T09:04:57Z,live_github_api
pangxueyuan2-creator/oss-readme-studio,15,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-08-06 08:00:19,Bump react and @types/react,2026-08-02T09:08:07Z,live_github_api
Achswap/Achswap,11,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:03:15,Bump react-dom and @types/react-dom,2026-08-02T07:58:32Z,live_github_api
Achswap/Achswap,8,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:06:13,Bump zod-validation-error from 3.4.0 to 5.0.0,2026-08-02T07:58:01Z,live_github_api
Achswap/Achswap,7,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:09:11,Bump @hookform/resolvers from 3.10.0 to 5.5.7,2026-08-02T07:57:55Z,live_github_api
Anshu331/Project_management_tool,162,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:10:26,deps: bump @radix-ui/react-tabs from 1.1.14 to 1.1.21,2026-08-02T07:43:23Z,live_github_api
Anshu331/Project_management_tool,161,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:11:43,deps: bump nuqs from 2.9.1 to 2.9.3,2026-08-02T07:43:11Z,live_github_api
AlessioBrillo/dominus,203,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:13:07,chore(deps-dev): bump the development group in /frontend with 7 updates,2026-08-02T07:42:32Z,live_github_api
nexifyai-dev/nexify-agentur-plattform,177,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:13:39,chore(deps): bump tailwindcss from 4.3.2 to 4.3.3 in /apps/website,2026-08-02T07:33:28Z,live_github_api
pavancharak/parmana-sign,8,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:13:53,Bump typescript from 5.9.3 to 7.0.2,2026-08-02T07:18:36Z,live_github_api
mafhper/mark-lee,117,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:14:20,chore(deps-dev): bump postcss from 8.5.15 to 8.5.25 in /apps/site,2026-08-02T07:11:49Z,live_github_api
mafhper/mark-lee,116,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:14:46,chore(deps-dev): bump postcss from 8.5.15 to 8.5.25,2026-08-02T07:11:47Z,live_github_api
odrru/tgaif,5,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:15:36,chore(deps-dev): bump the development-dependencies group with 3 updates,2026-08-02T07:10:32Z,live_github_api
odrru/tgaif,4,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:16:24,chore(deps): bump the production-dependencies group with 2 updates,2026-08-02T07:10:05Z,live_github_api
sode0417/factrail,185,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:18:26,chore(deps): bump @chakra-ui/react from 2.10.9 to 3.36.0,2026-08-02T07:06:08Z,live_github_api
nexifyai-dev/nexify-agentur-plattform,129,,,,pip,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 08:18:51,chore(deps): bump litellm from 1.80.0 to 1.93.0 in /backend,2026-08-02T06:49:35Z,live_github_api
react-dropzone/react-dropzone,1499,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:20:51,chore(deps): bump jsdom from 29.1.1 to 30.0.1,2026-08-02T06:43:38Z,live_github_api
leedj8886/ai-app-builder-foundation,5,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:22:25,chore(deps): bump postcss from 8.5.8 to 8.5.25,2026-08-02T06:43:36Z,live_github_api
leedj8886/ai-app-builder-foundation,6,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:23:59,chore(deps): bump body-parser from 1.20.4 to 1.20.6,2026-08-02T06:43:36Z,live_github_api
Rhytam23/stu-ai,7,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:25:13,Bump react-dom from 19.2.4 to 19.2.8,2026-08-02T06:30:16Z,live_github_api
maddurvamsi45/Zomato-Project-1,8,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:27:24,Bump the npm_and_yarn group across 1 directory with 6 updates,2026-08-02T06:17:08Z,live_github_api
maddurvamsi45/Zomato-Project-1,5,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:29:31,Bump express from 4.18.2 to 4.22.2 in the npm_and_yarn group across 1 directory,2026-08-02T06:14:04Z,live_github_api
DrTonks/tonks-blog,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:30:49,Bump the minor-updates group with 19 updates,2026-08-02T06:13:42Z,live_github_api
DrTonks/tonks-blog,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:32:02,Bump the patch-updates group with 15 updates,2026-08-02T06:09:12Z,live_github_api
chika-create/portfolio,93,,,,npm,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-08-06 08:32:42,chore(deps): bump typescript from 6.0.3 to 7.0.2,2026-08-02T06:07:38Z,live_github_api
dairui1/agentlab,23,,,,npm,,,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,,0,,,,2026-08-06 08:32:43,Bump the site-dependencies group in /site with 4 updates,2026-08-02T06:07:02Z,live_github_api
chokanche/vibuco,20,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:34:41,Bump shell-quote and next,2026-08-02T06:04:38Z,live_github_api
chokanche/vibuco,19,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:36:28,Bump tar and next,2026-08-02T06:04:26Z,live_github_api
dairui1/agentlab,17,,,,npm,,,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,,0,,,,2026-08-06 08:36:30,Bump react-dom from 19.2.7 to 19.2.8 in /site,2026-08-02T06:03:05Z,live_github_api
dairui1/agentlab,9,,,,npm,,,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,,0,,,,2026-08-06 08:36:31,Bump monaco-editor from 0.52.2 to 0.56.0 in /apps/agent-history,2026-08-02T06:02:36Z,live_github_api
adamakh01/very-cool-website,11,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:36:52,Bump vite from 7.3.1 to 8.1.5,2026-08-02T06:00:13Z,live_github_api
2705911421/AI-local-study,20,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:39:08,Bump typescript from 5.9.3 to 7.0.2,2026-08-02T06:00:09Z,live_github_api
2705911421/AI-local-study,19,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:41:21,Bump @vitest/coverage-v8 from 3.2.7 to 4.1.10,2026-08-02T05:59:58Z,live_github_api
adamakh01/very-cool-website,9,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 08:41:39,Bump @sveltejs/vite-plugin-svelte from 6.1.0 to 7.2.0,2026-08-02T05:59:51Z,live_github_api
omuno25/on-tap-giao-ly,5,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:42:57,chore(deps-dev): bump @types/node from 20.19.43 to 26.1.2,2026-08-02T05:55:16Z,live_github_api
omuno25/on-tap-giao-ly,4,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 08:44:09,chore(deps): bump lucide-react from 0.553.0 to 1.27.0,2026-08-02T05:55:08Z,live_github_api
gbordes77/manatuner,58,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:06:07,deps(deps-dev): bump eslint from 8.57.1 to 10.8.0,2026-08-02T05:48:15Z,live_github_api
gbordes77/manatuner,57,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:27:56,deps(deps-dev): bump the development-minor-patch group with 8 updates,2026-08-02T05:48:06Z,live_github_api
danixsofyan/bloombox,7,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:29:34,chore(deps-dev): bump typescript from 5.9.3 to 6.0.3,2026-08-02T05:46:53Z,live_github_api
siddharthagarwal1983/PanchangPal,96,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:31:36,chore(deps-dev): bump eslint from 8.57.1 to 9.8.0,2026-08-02T05:46:19Z,live_github_api
AlessioBrillo/dominus,197,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:32:59,chore(deps): bump the production group across 1 directory with 4 updates,2026-08-02T05:39:12Z,live_github_api
siddharthagarwal1983/PanchangPal,92,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:35:04,chore(deps-dev): bump @babel/core from 7.29.7 to 8.0.1,2026-08-02T05:30:58Z,live_github_api
siddharthagarwal1983/PanchangPal,90,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:37:00,chore(deps-dev): bump @testing-library/react-native from 13.3.3 to 14.0.1,2026-08-02T05:29:37Z,live_github_api
siddharthagarwal1983/PanchangPal,89,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:39:00,chore(deps-dev): bump babel-preset-expo from 54.0.12 to 57.0.5,2026-08-02T05:29:15Z,live_github_api
drmotionart-dot/Hepatobilary-backend,10,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:39:57,chore(deps-dev): bump typescript from 5.9.3 to 7.0.2,2026-08-02T05:22:06Z,live_github_api
Masterleeaus/Titan-Builder,63,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:40:15,chore(deps-dev): bump vitest from 2.1.9 to 3.2.6,2026-08-02T05:17:56Z,live_github_api
drmotionart-dot/Hepatobilary-backend,9,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:41:09,chore(deps-dev): bump eslint-config-next from 14.2.35 to 16.2.12,2026-08-02T05:08:11Z,live_github_api
drmotionart-dot/Hepatobilary,8,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:41:51,chore(deps): bump react and @types/react,2026-08-02T05:08:08Z,live_github_api
drmotionart-dot/Hepatobilary-backend,8,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:42:45,chore(deps-dev): bump eslint from 8.57.1 to 10.8.0,2026-08-02T05:08:04Z,live_github_api
drmotionart-dot/Hepatobilary,7,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:43:30,chore(deps): bump react-dom from 18.3.1 to 19.2.8,2026-08-02T05:07:57Z,live_github_api
acabali/Aurora,155,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:45:33,chore(deps): bump react and @types/react,2026-08-02T05:05:10Z,live_github_api
acabali/Aurora,154,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 09:47:22,chore(deps-dev): bump @types/node from 20.19.33 to 26.1.2,2026-08-02T05:04:16Z,live_github_api
dknauss/Sudo,551,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:47:46,chore(deps-dev): bump @wordpress/env from 11.11.0 to 11.12.0,2026-08-02T04:38:50Z,live_github_api
jun01t/jun01t-portfolio,29,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:49:04,Bump the nuxt-ecosystem group with 3 updates,2026-08-02T04:28:43Z,live_github_api
johlym/waterlevels.org,7,,,,gem,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 09:49:05,Bump shoulda-matchers from 6.5.0 to 8.0.1,2026-08-02T04:27:33Z,live_github_api
johlym/waterlevels.org,6,,,,gem,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 09:49:06,Bump rspec-rails from 7.1.1 to 8.0.4,2026-08-02T04:27:21Z,live_github_api
wishboards/matching-engine,14,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:49:18,build(deps-dev): bump typescript from 5.9.3 to 7.0.2,2026-08-02T04:22:01Z,live_github_api
wishboards/matching-engine,13,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:49:36,build(deps-dev): bump @eslint/js from 9.39.5 to 10.0.1,2026-08-02T04:21:51Z,live_github_api
jun01t/jun01t-portfolio,24,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:50:42,Bump the nuxt-ecosystem group with 3 updates,2026-08-02T04:20:47Z,live_github_api
NoistNT/fastfood,12,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 09:54:11,build(deps): bump the npm_and_yarn group across 1 directory with 4 updates,2026-08-02T04:14:12Z,live_github_api
Achswap/Achswap,6,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 10:40:42,Bump react and @types/react,2026-08-02T07:57:44Z,live_github_api
Anshu331/Project_management_tool,160,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 10:42:05,deps: bump @types/node from 25.9.1 to 26.1.2,2026-08-02T07:43:00Z,live_github_api
leedj8886/ai-app-builder-foundation,4,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 10:43:46,chore(deps): bump mongoose from 8.23.0 to 8.24.1,2026-08-02T06:43:34Z,live_github_api
maddurvamsi45/Zomato-Project-1,3,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 10:46:06,Bump micromatch from 4.0.5 to 4.0.8 in the npm_and_yarn group across 1 directory,2026-08-02T06:14:03Z,live_github_api
2705911421/AI-local-study,18,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 10:48:35,Bump vitest from 3.2.7 to 4.1.10,2026-08-02T05:59:47Z,live_github_api
omuno25/on-tap-giao-ly,3,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 10:50:07,chore(deps-dev): bump eslint from 9.39.1 to 10.8.0,2026-08-02T05:55:01Z,live_github_api
drmotionart-dot/Hepatobilary-backend,6,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 10:51:06,chore(deps): bump react-dom and @types/react-dom,2026-08-02T05:07:48Z,live_github_api
drmotionart-dot/Hepatobilary,6,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 10:51:54,chore(deps-dev): bump eslint from 8.57.0 to 10.8.0,2026-08-02T05:07:46Z,live_github_api
acabali/Aurora,152,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 10:53:59,chore(deps-dev): bump eslint-config-next from 16.1.1 to 16.2.12,2026-08-02T05:03:27Z,live_github_api
johlym/waterlevels.org,5,,,,gem,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 10:54:00,Bump sidekiq-scheduler from 5.0.6 to 6.0.2,2026-08-02T04:26:50Z,live_github_api
pellera9/get-shit-done,14,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 11:12:36,chore(deps): bump the npm_and_yarn group across 2 directories with 10 updates,2026-08-02T04:06:53Z,live_github_api
yuyumama/AWS-MON,67,,,,pip,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 11:12:39,"chore(deps): update mcp requirement from <2.0.0,>=1.0 to >=2.0.0,<3.0.0 in /apps/agent",2026-08-02T04:05:56Z,live_github_api
JYH1878/KimiCodeBar-Windows,15,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:12:53,chore(deps-dev): bump vite from 6.4.3 to 8.1.5,2026-08-02T04:05:39Z,live_github_api
JYH1878/KimiCodeBar-Windows,14,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:13:07,chore(deps-dev): bump eslint-plugin-react-hooks from 5.2.0 to 7.1.1,2026-08-02T04:05:26Z,live_github_api
RoboFinSystems/robosystems-core,24,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 11:14:19,chore(deps-dev): bump @eslint/js from 9.39.5 to 10.0.1,2026-08-02T03:57:02Z,live_github_api
RoboFinSystems/roboinvestor-app,223,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:15:54,build(deps-dev): bump eslint-plugin-react-hooks from 5.2.0 to 7.1.1,2026-08-02T03:54:56Z,live_github_api
machinal-agency/simwire,19,,,,npm,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-08-06 11:16:04,build(deps-dev): bump vite from 7.3.6 to 8.1.5 in /packages/sdk in the sdk-major group,2026-08-02T03:54:50Z,live_github_api
seba-montero/ci-bill-doctor,3,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:16:19,build(deps-dev): bump typescript from 5.9.3 to 7.0.2,2026-08-02T03:45:56Z,live_github_api
KadoProG/react-calendar-app,118,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:16:44,Bump the dev-dependencies group across 1 directory with 11 updates,2026-08-02T03:43:53Z,live_github_api
KiwiGeek/RemindMe,14,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:18:48,chore(deps): bump sharp and wrangler,2026-08-02T03:40:22Z,live_github_api
machinal-agency/simwire,17,,,,npm,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-08-06 11:19:00,build(deps): bump the sdk-major group in /packages/sdk with 3 updates,2026-08-02T03:39:36Z,live_github_api
Dustin4444/prettier,185,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 11:32:19,Bump brace-expansion from 1.1.16 to 1.1.18 in /website,2026-08-02T03:35:12Z,live_github_api
KudbeeZero/Kudbee-fuel-gage,252,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-08-06 11:33:52,build(deps): bump lucide-react from 0.546.0 to 1.27.0,2026-08-02T03:34:48Z,live_github_api
gravinawill/ruguin,5,,,,npm,,,TEST,INSTALL,FAIL->FAIL,,0,,0,,,,2026-08-06 11:36:12,chore(deps-dev): bump typescript from 6.0.3 to 7.0.2 in the dev-dependencies group,2026-08-02T03:34:12Z,live_github_api
conectlens/lenserfight,393,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:39:26,chore(deps-dev): bump @nx/vite from 22.6.0 to 23.1.0,2026-08-02T03:08:14Z,live_github_api
beanz-y/nightjar-public,3,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:40:21,Bump the tooling group with 8 updates,2026-08-02T03:06:37Z,live_github_api
ivsjsc/ivsacademy,59,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-08-06 11:40:41,Bump the npm_and_yarn group across 2 directories with 1 update,2026-08-02T03:02:30Z,live_github_api
